,State,Municipality,Crop,Active agricultural production units - Total,Active agricultural production units - With open agriculture,Cultivated area - Sown,Cultivated area - Harvested,Production,Water Modality - Temporary - Production unit,Water Modality - Temporary - Cultivated area - Sown,Water Modality - Temporary - Cultivated area - Harvested,Water Modality - Temporary - Production,Water Modality - Irrigation - Production unit,Water Modality - Irrigation - Cultivated area - Sown,Water Modality - Irrigation - Cultivated area - Harvested,Water Modality - Irrigation - Production
7786,11 GTO,020 León,White corn,2861,2861,12543.0863,10268.8489,49925.1821,2395,9005.1713,6945.2931,16736.0899,509,3537.915,3323.5558,33189.0922
7813,11 GTO,021 Moroleón,Forage corn,25,25,77.2573,70.0073,1947.9831,25,77.2573,70.0073,1947.9831,0,0,0,0
7814,11 GTO,021 Moroleón,Yellow corn,5,5,12,11,44.92,5,12,11,44.92,0,0,0,0
7815,11 GTO,021 Moroleón,White corn,169,169,494.2382,482.1524,1206.2719,168,491.2382,479.1524,1175.6719,1,3,3,30.6
7827,11 GTO,022 Ocampo,Forage corn,77,77,870.3711,684.2012,15305.5625,65,811.6111,625.4412,14438.7242,15,58.76,58.76,866.8383
7828,11 GTO,022 Ocampo,Yellow corn,20,20,138.42,118.42,116.9998,18,131.27,112.27,55.5613,2,7.15,6.15,61.4385
7829,11 GTO,022 Ocampo,White corn,1014,1014,4049.1713,3037.5272,4287.9239,985,3927.0862,2932.8824,3558.0367,45,122.0851,104.6448,729.8872
7851,11 GTO,023 Pénjamo,Forage corn,225,225,1048.9107,1011.4911,42625.2547,144,644.6091,619.0385,17459.6244,85,404.3016,392.4526,25165.6303
7852,11 GTO,023 Pénjamo,Yellow corn,167,167,686.428,672.5246,4944.4786,91,321.568,314.5693,1243.9121,81,364.86,357.9553,3700.5665
7853,11 GTO,023 Pénjamo,White corn,9107,9107,42926.8053,41446.0574,306271.7483,5215,20382.685,19405.9582,83269.8414,4241,22544.1203,22040.0992,223001.9069
7881,11 GTO,024 Pueblo Nuevo,Forage corn,39,39,129.535,124.415,7997.8423,2,4.22,0,0,39,125.315,124.415,7997.8423
7882,11 GTO,024 Pueblo Nuevo,Yellow corn,29,29,97.4703,93.4285,973.0348,0,0,0,0,29,97.4703,93.4285,973.0348
7883,11 GTO,024 Pueblo Nuevo,White corn,530,530,1536.3352,1512.1833,12927.0015,91,136.3637,120.0984,279.7933,451,1399.9715,1392.0849,12647.2082
7906,11 GTO,025 Purísima del Rincón,Forage corn,49,49,428.5279,396.9892,17882.6682,41,209.3179,183.7792,4175.3973,8,219.21,213.21,13707.2709
7907,11 GTO,025 Purísima del Rincón,Yellow corn,11,11,62.99,62.99,572.186,6,18.55,18.55,102.256,5,44.44,44.44,469.93
7908,11 GTO,025 Purísima del Rincón,White corn,484,484,4297.7989,4263.4912,35312.2181,246,961.6069,954.5855,3427.6956,244,3336.192,3308.9057,31884.5225
7931,11 GTO,026 Romita,Forage corn,55,55,406.68,293.42,16434.78,51,172.68,61.42,1450.98,4,234,232,14983.8
7932,11 GTO,026 Romita,Yellow corn,39,39,118.7535,85.62,592.6651,27,78.6735,45.54,185.9921,14,40.08,40.08,406.673
7933,11 GTO,026 Romita,White corn,2215,2215,8505.4067,6528.9896,32581.187,1858,6103.4536,4267.6725,10453.0372,391,2401.9531,2261.3171,22128.1498
7960,11 GTO,027 Salamanca,Forage corn,168,168,924.6105,895.8824,54802.9311,25,61.74,52.615,1152.17,146,862.8705,843.2674,53650.7611
7961,11 GTO,027 Salamanca,Yellow corn,281,281,1442.0841,1376.3401,13335.4957,35,126.8727,119.0549,387.5194,247,1315.2114,1257.2852,12947.9763
7962,11 GTO,027 Salamanca,White corn,4032,4032,16274.8429,15739.9582,117105.325,1854,4946.963,4630.8138,8368.6978,2258,11327.8799,11109.1444,108736.6272
7988,11 GTO,028 Salvatierra,Forage corn,30,30,64.2248,64.2248,2663.0636,18,34.3648,34.3648,743.3642,12,29.86,29.86,1919.6994
7989,11 GTO,028 Salvatierra,Yellow corn,27,27,155.4666,154.6017,1346.8953,18,38.5387,37.6877,173.6566,10,116.9279,116.914,1173.2387
7990,11 GTO,028 Salvatierra,White corn,4400,4400,16389.0894,15975.0116,129009.7963,1799,4648.1919,4400.7531,9860.1306,2785,11740.8975,11574.2585,119149.6657
8019,11 GTO,029 San Diego de la Unión,Forage corn,24,24,411.87,298.67,8582.71,20,339.87,226.67,4216.73,5,72,72,4365.98
8020,11 GTO,029 San Diego de la Unión,Yellow corn,*,*,0.5,0.5,1.41,*,0.5,0.5,1.41,*,0,0,0
8021,11 GTO,029 San Diego de la Unión,White corn,1809,1809,8041.368,3224.4643,6950.8058,1754,7356.4132,2625.1797,2373.4688,101,684.9548,599.2846,4577.337
8045,11 GTO,030 San Felipe,Forage corn,291,291,2005.1917,1877.3299,87934.0691,188,814.8193,698.0316,13970.6759,111,1190.3724,1179.2983,73963.3932
8046,11 GTO,030 San Felipe,Yellow corn,101,101,274.1136,160.1964,739.7535,70,184.079,104.9076,250.7609,33,90.0346,55.2888,488.9926
8047,11 GTO,030 San Felipe,White corn,6206,6206,18847.2364,14211.9742,35808.1537,5137,15411.2049,11065.5565,12723.7163,1322,3436.0315,3146.4177,23084.4374
8075,11 GTO,031 San Francisco del Rincón,Forage corn,138,138,644.3362,621.483,22953.0719,98,458.3071,439.937,11878.8799,40,186.0291,181.546,11074.192
8076,11 GTO,031 San Francisco del Rincón,Yellow corn,37,37,129.5279,129.474,756.6905,26,98.025,98.025,427.9295,11,31.5029,31.449,328.761
8077,11 GTO,031 San Francisco del Rincón,White corn,1991,1991,9670.8821,8976.7293,53903.5736,1395,5551.0238,5048.4907,15270.4599,642,4119.8583,3928.2386,38633.1137
8106,11 GTO,032 San José Iturbide,Forage corn,264,264,1969.6482,1785.1348,67299.2856,231,1023.6582,839.1448,10264.2115,38,945.99,945.99,57035.0741
8107,11 GTO,032 San José Iturbide,Yellow corn,13,13,60.7581,50.6406,115.0232,13,60.7581,50.6406,115.0232,0,0,0,0
8108,11 GTO,032 San José Iturbide,White corn,1264,1264,5203.6098,4335.8029,5307.7785,1233,4935.3376,4074.8004,2827.578,35,268.2722,261.0025,2480.2005
8133,11 GTO,033 San Luis de la Paz,Forage corn,152,152,1450.6262,1338.5994,53801.6652,104,779.2559,715.6481,14311.4536,56,671.3703,622.9513,39490.2116
8134,11 GTO,033 San Luis de la Paz,Yellow corn,24,24,240.475,213.35,1735.046,21,77.175,50.05,106.576,3,163.3,163.3,1628.47
8135,11 GTO,033 San Luis de la Paz,White corn,2457,2457,8323.6035,5847.6371,10422.2901,2386,7686.304,5278.9839,5275.6006,84,637.2995,568.6532,5146.6895
8160,11 GTO,034 Santa Catarina,Forage corn,16,16,52.77,25,309.85,16,52.77,25,309.85,0,0,0,0
8161,11 GTO,034 Santa Catarina,Yellow corn,*,*,5,5,14.1,*,5,5,14.1,*,0,0,0
8162,11 GTO,034 Santa Catarina,White corn,318,318,451.4167,384.143,385.7411,273,398.8512,339.2002,196.6837,46,52.5655,44.9428,189.0574
8185,11 GTO,035 Santa Cruz de Juventino Rosas,Forage corn,32,32,140.8447,132.7147,6127.6106,28,70.7047,62.5747,1618.31,4,70.14,70.14,4509.3006
8186,11 GTO,035 Santa Cruz de Juventino Rosas,Yellow corn,32,32,127.6289,119.9022,657.8819,24,98.8228,91.1857,357.8971,9,28.8061,28.7165,299.9848
8187,11 GTO,035 Santa Cruz de Juventino Rosas,White corn,1972,1972,7328.9911,6785.5936,28092.3125,1769,5693.3015,5167.1372,12076.9497,207,1635.6896,1618.4564,16015.3628
8208,11 GTO,036 Santiago Maravatío,Forage corn,*,*,7.19,7.19,400.9551,*,1,1,3,*,6.19,6.19,397.9551
8209,11 GTO,036 Santiago Maravatío,Yellow corn,*,*,7.504,7.0674,19.9301,*,7.504,7.0674,19.9301,*,0,0,0
8210,11 GTO,036 Santiago Maravatío,White corn,315,315,1229.2884,714.5405,5745.9379,125,328.0376,229.3476,667.6594,193,901.2508,485.1929,5078.2785
8229,11 GTO,037 Silao de la Victoria,Forage corn,69,69,349.3199,297.7296,15485.6733,60,149.9499,98.3596,2472.3236,9,199.37,199.37,13013.3497
8230,11 GTO,037 Silao de la Victoria,Yellow corn,45,45,179.8048,164.4059,830.8282,38,133.1648,117.7659,364.8246,7,46.64,46.64,466.0036
8231,11 GTO,037 Silao de la Victoria,White corn,2584,2584,7375.1841,6048.9687,20187.9562,2417,6265.2247,5002.504,9952.3597,185,1109.9594,1046.4647,10235.5965
8261,11 GTO,038 Tarandacuao,Forage corn,77,77,226.0225,226.0225,6811.5649,75,213.6225,213.6225,6014.3689,2,12.4,12.4,797.196
8262,11 GTO,038 Tarandacuao,Yellow corn,12,12,37.0472,36.9218,317.1679,4,9.4072,9.2818,30.5347,8,27.64,27.64,286.6332
8263,11 GTO,038 Tarandacuao,White corn,917,917,3719.2357,3467.6373,23546.223,495,1541.0603,1336.073,2923.8026,454,2178.1754,2131.5643,20622.4204
8281,11 GTO,039 Tarimoro,Forage corn,22,22,96.765,89.765,2432.4673,15,52.32,45.32,1207.62,7,44.445,44.445,1224.8473
8282,11 GTO,039 Tarimoro,Yellow corn,22,22,45.8294,41.0836,220.3584,18,34.9894,30.2581,112.1447,4,10.84,10.8255,108.2137
8283,11 GTO,039 Tarimoro,White corn,1510,1510,5940.3763,5180.5982,34887.8964,958,3011.0039,2294.2809,6104.2055,608,2929.3724,2886.3173,28783.6909
8305,11 GTO,040 Tierra Blanca,Forage corn,21,21,53.045,51.045,220.3325,21,53.045,51.045,220.3325,0,0,0,0
8306,11 GTO,040 Tierra Blanca,Yellow corn,*,*,0.5,0.5,0.7,*,0.5,0.5,0.7,*,0,0,0
8307,11 GTO,040 Tierra Blanca,White corn,942,942,900.145,774.595,472.7202,864,828.6566,706.2146,384.7494,79,71.4884,68.3804,87.9708
8328,11 GTO,041 Uriangato,Forage corn,15,15,47.51,47.51,1279.34,15,47.51,47.51,1279.34,0,0,0,0
8329,11 GTO,041 Uriangato,Yellow corn,6,6,28.2572,28.2539,79.676,6,28.2572,28.2539,79.676,0,0,0,0
8330,11 GTO,041 Uriangato,White corn,583,583,1273.1932,1251.6807,3361.0668,521,1148.1156,1126.6031,2225.7467,64,125.0776,125.0776,1135.3201
8347,11 GTO,042 Valle de Santiago,Forage corn,80,80,215.4086,180.8486,5551.7664,66,163.6286,140.0686,2930.0202,14,51.78,40.78,2621.7462
8348,11 GTO,042 Valle de Santiago,Yellow corn,80,80,558.2358,554.2277,4844.1729,42,113.9301,113.4501,454.3954,38,444.3057,440.7776,4389.7775
8349,11 GTO,042 Valle de Santiago,White corn,8536,8536,33069.3103,31984.8574,200870.8754,5063,16280.2431,15268.7509,38221.5023,3682,16789.0672,16716.1065,162649.3731
8375,11 GTO,043 Victoria,Forage corn,14,14,26.75,24.5,706.97,11,14.25,12,62.07,3,12.5,12.5,644.9
8376,11 GTO,043 Victoria,Yellow corn,*,*,1,1,0.1,*,1,1,0.1,*,0,0,0
8377,11 GTO,043 Victoria,White corn,1107,1107,2241.7536,1077.763,1273.4388,962,2055.9485,935.9135,566.1036,180,185.8051,141.8495,707.3352
8403,11 GTO,044 Villagrán,Forage corn,10,10,52.514,51.7057,3056.0207,4,10.934,10.1257,288.5825,7,41.58,41.58,2767.4382
8404,11 GTO,044 Villagrán,Yellow corn,41,41,370.9701,370.2656,3798.5942,15,72.1401,71.4356,299.4207,26,298.83,298.83,3499.1735
8405,11 GTO,044 Villagrán,White corn,539,539,2320.5033,2283.1639,18447.582,227,802.3141,766.0473,1910.0355,319,1518.1892,1517.1166,16537.5465
8425,11 GTO,045 Xichú,Forage corn,*,*,4,4,2,*,4,4,2,*,0,0,0
8426,11 GTO,045 Xichú,Yellow corn,*,*,3.5,3.5,0.15,*,3.5,3.5,0.15,*,0,0,0
8427,11 GTO,045 Xichú,White corn,1554,1554,3324.0406,2675.0547,567.8461,1506,3241.1656,2592.7297,546.5204,54,82.875,82.325,21.3257
8457,11 GTO,046 Yuriria,Forage corn,62,62,148.9012,144.8921,4242.5401,52,120.4647,116.4556,2444.8596,10,28.4365,28.4365,1797.6805
8458,11 GTO,046 Yuriria,Yellow corn,88,88,239.9038,238.8567,1128.964,83,213.0593,212.0227,840.8223,6,26.8445,26.834,288.1417
8459,11 GTO,046 Yuriria,White corn,3129,3129,12060.4612,11636.8587,78138.2103,2387,7071.3179,6757.9684,25791.6787,868,4989.1433,4878.8903,52346.5316
8526,12 GRO,001 Acapulco de Juárez,Forage corn,415,415,754.295,726.735,15179.6453,377,710.595,683.785,14280.3128,38,43.7,42.95,899.3325
8527,12 GRO,001 Acapulco de Juárez,Yellow corn,87,87,164.76,155.4071,574.2389,83,151.56,145.269,484.7139,4,13.2,10.1381,89.525
8528,12 GRO,001 Acapulco de Juárez,White corn,8953,8953,18680.661,17676.4416,42423.0612,8823,18441.7788,17458.3951,41763.5839,139,238.8822,218.0465,659.4773
8557,12 GRO,002 Ahuacuotzingo,Forage corn,46,46,95.45,95.45,2660.0545,46,95.45,95.45,2660.0545,0,0,0,0
8558,12 GRO,002 Ahuacuotzingo,Yellow corn,167,167,232.1344,226.7186,777.7461,167,232.1344,226.7186,777.7461,0,0,0,0
8559,12 GRO,002 Ahuacuotzingo,White corn,4718,4718,7375.852,7300.0373,15037.5086,4715,7355.102,7279.2873,14966.8766,41,20.75,20.75,70.632
8587,12 GRO,003 Ajuchitlán del Progreso,Forage corn,11,11,39.9,39.9,1172.379,11,39.9,39.9,1172.379,0,0,0,0
8588,12 GRO,003 Ajuchitlán del Progreso,Yellow corn,51,51,112.3,111.1553,612.379,49,107.8,106.6553,572.904,2,4.5,4.5,39.475
8589,12 GRO,003 Ajuchitlán del Progreso,White corn,4197,4197,9403.5079,8947.3462,34278.3518,4017,8935.0334,8479.8717,32314.3031,235,468.4745,467.4745,1964.0487
8610,12 GRO,004 Alcozauca de Guerrero,Forage corn,*,*,1,1,0.57,*,1,1,0.57,*,0,0,0
8611,12 GRO,004 Alcozauca de Guerrero,Yellow corn,18,18,24.3196,24.2164,38.203,18,24.3196,24.2164,38.203,0,0,0,0
8612,12 GRO,004 Alcozauca de Guerrero,White corn,2905,2905,3441.9075,3359.6546,4580.1055,2810,3355.6669,3274.2439,4404.8731,119,86.2406,85.4107,175.2324
8634,12 GRO,005 Alpoyeca,Forage corn,10,10,14.37,13.12,346.3357,8,9.93,9.93,201.7968,3,4.44,3.19,144.5389
8635,12 GRO,005 Alpoyeca,Yellow corn,14,14,13.1625,13.1625,50.549,10,10.1625,10.1625,22.6265,4,3,3,27.9225
8636,12 GRO,005 Alpoyeca,White corn,642,642,727.4479,724.8979,2238.2944,381,369.1595,366.6095,663.6326,326,358.2884,358.2884,1574.6618
8657,12 GRO,006 Apaxtla,Forage corn,139,139,549.1233,549.1233,15820.3193,139,549.1233,549.1233,15820.3193,0,0,0,0
8658,12 GRO,006 Apaxtla,Yellow corn,99,99,308.3718,308.3604,1658.2961,99,308.3718,308.3604,1658.2961,0,0,0,0
8659,12 GRO,006 Apaxtla,White corn,1254,1254,3578.8541,3571.9126,12689.3606,1252,3564.3541,3557.7093,12633.6837,4,14.5,14.2033,55.6769
8679,12 GRO,007 Arcelia,Forage corn,41,41,141.96,140.96,4125.8356,40,138.96,137.96,3989.9056,1,3,3,135.93
8680,12 GRO,007 Arcelia,Yellow corn,296,296,700.0558,692.1018,3440.5088,290,681.1058,673.1522,3302.1652,9,18.95,18.9496,138.3436
8681,12 GRO,007 Arcelia,White corn,2113,2113,4528.5222,4490.7283,15642.6468,2062,4416.6072,4378.9444,15174.3341,60,111.915,111.7839,468.3127
8702,12 GRO,008 Atenango del Río,Forage corn,28,28,82.4181,76.0553,1861.2268,28,79.4181,73.0553,1725.2968,1,3,3,135.93
8703,12 GRO,008 Atenango del Río,Yellow corn,67,67,173.7687,169.7681,1046.4663,64,171.1187,167.1181,1026.8128,3,2.65,2.65,19.6535
8704,12 GRO,008 Atenango del Río,White corn,926,926,2330.1571,2213.4268,5904.2453,902,2283.6956,2168.2153,5742.2714,32,46.4615,45.2115,161.9739
8727,12 GRO,009 Atlamajalcingo del Monte,Forage corn,*,*,4,4,2.6,*,4,4,2.6,*,0,0,0
8728,12 GRO,009 Atlamajalcingo del Monte,Yellow corn,112,112,121.9769,116.6954,216.6254,112,121.9769,116.6954,216.6254,0,0,0,0
8729,12 GRO,009 Atlamajalcingo del Monte,White corn,1955,1955,2576.6569,2528.6564,2235.4697,1937,2528.1569,2482.1564,2207.8257,22,48.5,46.5,27.644
8749,12 GRO,010 Atlixtac,Forage corn,133,133,270.1944,269.6944,325.8417,133,270.1944,269.6944,325.8417,0,0,0,0
8750,12 GRO,010 Atlixtac,Yellow corn,98,98,136.55,136.55,159.6086,98,136.55,136.55,159.6086,0,0,0,0
8751,12 GRO,010 Atlixtac,White corn,5664,5664,9199.5415,8858.7657,9138.0479,5659,9172.9815,8833.2057,9107.6656,31,26.56,25.56,30.3823
8781,12 GRO,011 Atoyac de Álvarez,Forage corn,216,216,427.2085,389.1137,6484.2159,212,422.2085,384.1137,6298.9759,4,5,5,185.24
8782,12 GRO,011 Atoyac de Álvarez,Yellow corn,89,89,684.4066,681.4511,2623.8772,83,665.2657,662.524,2501.1109,6,19.1409,18.9271,122.7663
8783,12 GRO,011 Atoyac de Álvarez,White corn,2686,2686,5990.4212,5907.7209,11522.3811,2456,5630.6448,5556.9393,10877.8527,255,359.7764,350.7816,644.5284
8810,12 GRO,012 Ayutla de los Libres,Forage corn,694,694,1447.5461,1415.3049,34906.485,682,1412.3261,1380.0849,33496.695,20,35.22,35.22,1409.79
8811,12 GRO,012 Ayutla de los Libres,Yellow corn,96,96,216.55,215.55,505.9907,94,215.55,214.55,497.8407,2,1,1,8.15
8812,12 GRO,012 Ayutla de los Libres,White corn,5700,5700,12564.2666,12323.8692,26165.2034,5664,12458.9066,12218.5594,25975.9383,95,105.36,105.3098,189.2651
8834,12 GRO,013 Azoyú,Forage corn,19,19,55.0057,46.0057,1351.996,15,45.5057,38.5057,1092.791,4,9.5,7.5,259.205
8835,12 GRO,013 Azoyú,Yellow corn,158,158,313.1169,290.1336,1445.5917,153,304.6169,281.6336,1402.8017,5,8.5,8.5,42.79
8836,12 GRO,013 Azoyú,White corn,2868,2868,6261.9283,6176.2429,25494.3782,2816,6008.4861,5922.8007,24371.1045,128,253.4422,253.4422,1123.2737
8859,12 GRO,014 Benito Juárez,Forage corn,40,40,103.9,98.9,2437.9807,21,50.75,47.75,1038.6725,19,53.15,51.15,1399.3082
8860,12 GRO,014 Benito Juárez,Yellow corn,41,41,61.4166,60.9166,270.4651,27,45.35,44.85,138.4655,14,16.0666,16.0666,131.9996
8861,12 GRO,014 Benito Juárez,White corn,283,283,655.5114,640.3848,1653.7012,242,589.2734,576.9844,1456.2003,43,66.238,63.4004,197.5009
8887,12 GRO,015 Buenavista de Cuéllar,Forage corn,129,129,347.9668,347.9668,9727.2927,125,344.038,344.038,9630.8988,4,3.9288,3.9288,96.3939
8888,12 GRO,015 Buenavista de Cuéllar,Yellow corn,55,55,130.44,130.44,941.2172,55,130.44,130.44,941.2172,0,0,0,0
8889,12 GRO,015 Buenavista de Cuéllar,White corn,739,739,1637.5213,1623.1379,7712.4413,723,1605.6992,1591.3158,7536.1686,17,31.8221,31.8221,176.2727
8908,12 GRO,016 Coahuayutla de José María Izazaga,Forage corn,103,103,359,359,7706.825,101,352,352,7474.275,5,7,7,232.55
8909,12 GRO,016 Coahuayutla de José María Izazaga,Yellow corn,294,294,659.8484,655.3484,2728.9687,290,651.8484,647.3484,2668.8087,6,8,8,60.16
8910,12 GRO,016 Coahuayutla de José María Izazaga,White corn,2179,2179,6595.913,6365.4343,15386.072,2125,6451.8033,6221.3246,14688.2819,73,144.1097,144.1097,697.7901
8931,12 GRO,017 Cocula,Forage corn,44,44,146.9087,135.3074,3962.4342,43,140.7403,129.139,3682.944,3,6.1684,6.1684,279.4902
8932,12 GRO,017 Cocula,Yellow corn,51,51,171.93,171.93,708.762,48,168.85,168.85,686.2796,3,3.08,3.08,22.4824
8933,12 GRO,017 Cocula,White corn,1459,1459,4220.5503,4191.6944,15827.6563,1316,4062.9509,4035.908,15138.06,202,157.5994,155.7864,689.5963
8956,12 GRO,018 Copala,Forage corn,63,63,155.74,124.24,1966.2925,55,139.99,112.49,1566.83,8,15.75,11.75,399.4625
8957,12 GRO,018 Copala,Yellow corn,28,28,55,52,216.34,25,49,46,180.55,3,6,6,35.79
8958,12 GRO,018 Copala,White corn,860,860,1801.9091,1716.8041,3854.7661,815,1729.2791,1645.1741,3689.0925,51,72.63,71.63,165.6736
8984,12 GRO,019 Copalillo,Forage corn,11,11,40,40,1109.88,11,40,40,1109.88,0,0,0,0
8985,12 GRO,019 Copalillo,Yellow corn,96,96,71.81,69.11,125.3515,91,68.31,66.11,116.359,5,3.5,3,8.9925
8986,12 GRO,019 Copalillo,White corn,1668,1668,3404.6475,3235.8684,4810.1291,1644,3323.3638,3159.6155,4555.5627,47,81.2837,76.2529,254.5664
9010,12 GRO,020 Copanatoyac,Forage corn,*,*,3.0324,3.0324,2.03,*,3,3,1.976,*,0.0324,0.0324,0.054
9011,12 GRO,020 Copanatoyac,Yellow corn,128,128,122.9692,119.5157,130.9929,127,120.9692,117.5157,130.1929,1,2,2,0.8
9012,12 GRO,020 Copanatoyac,White corn,3815,3815,7213.2125,6947.9682,6620.9345,3769,7117.7309,6852.4866,6559.8704,74,95.4816,95.4816,61.0641
9037,12 GRO,021 Coyuca de Benítez,Forage corn,276,276,743.4,684.27,16752.1901,247,630.37,572.64,12479.6248,30,113.03,111.63,4272.5653
9038,12 GRO,021 Coyuca de Benítez,Yellow corn,160,160,353.242,334.482,1317.2842,156,335.342,316.582,1148.3182,5,17.9,17.9,168.966
9039,12 GRO,021 Coyuca de Benítez,White corn,4243,4243,10682.1345,9527.9165,20694.1702,3985,9616.8703,8508.881,16966.0553,282,1065.2642,1019.0355,3728.1149
9069,12 GRO,022 Coyuca de Catalán,Forage corn,31,31,155.88,153.88,4240.7743,31,155.88,153.88,4240.7743,0,0,0,0
9070,12 GRO,022 Coyuca de Catalán,Yellow corn,124,124,528.1412,527.0609,2407.5909,124,528.1412,527.0609,2407.5909,0,0,0,0
9071,12 GRO,022 Coyuca de Catalán,White corn,4120,4120,13352.9697,12703.7582,48337.0817,4105,13320.6147,12671.4032,48190.2817,17,32.355,32.355,146.8
9091,12 GRO,023 Cuajinicuilapa,Forage corn,66,66,358,346.9966,12345.982,53,261.82,252.3166,8227.1312,14,96.18,94.68,4118.8508
9092,12 GRO,023 Cuajinicuilapa,Yellow corn,77,77,532.7735,492.4559,2240.521,72,502.7735,471.4559,2116.151,6,30,21,124.37
9093,12 GRO,023 Cuajinicuilapa,White corn,1169,1169,4171.3647,3930.9722,12763.3433,1032,3596.1847,3377.6731,10221.1532,153,575.18,553.2991,2542.1901
9119,12 GRO,024 Cualác,Forage corn,4,4,6.25,6.25,181.9375,4,6.25,6.25,181.9375,0,0,0,0
9120,12 GRO,024 Cualác,Yellow corn,56,56,64.65,64.65,396.6186,56,64.65,64.65,396.6186,0,0,0,0
9121,12 GRO,024 Cualác,White corn,1216,1216,1849.9456,1836.4956,6280.561,1215,1848.6956,1835.4956,6275.061,2,1.25,1,5.5
9135,12 GRO,025 Cuautepec,Forage corn,26,26,57.75,57.55,1635.6155,26,57.75,57.55,1635.6155,0,0,0,0
9136,12 GRO,025 Cuautepec,Yellow corn,68,68,219.4,218.9,790.5785,68,219.4,218.9,790.5785,0,0,0,0
9137,12 GRO,025 Cuautepec,White corn,2256,2256,5560.5216,5465.9508,15061.9378,2242,5527.7306,5433.9098,14961.34,24,32.791,32.041,100.5978
9158,12 GRO,026 Cuetzala del Progreso,Forage corn,180,180,496.3944,487.5699,12956.6668,180,496.3944,487.5699,12956.6668,0,0,0,0
9159,12 GRO,026 Cuetzala del Progreso,Yellow corn,60,60,127.4214,122.9422,343.0962,60,127.4214,122.9422,343.0962,0,0,0,0
9160,12 GRO,026 Cuetzala del Progreso,White corn,1333,1333,2846.1239,2677.628,5242.107,1331,2842.4044,2673.9085,5227.5514,6,3.7195,3.7195,14.5556
9177,12 GRO,027 Cutzamala de Pinzón,Forage corn,49,49,147.1802,147.1802,4190.3592,47,137.0002,137.0002,3811.7234,3,10.18,10.18,378.6358
9178,12 GRO,027 Cutzamala de Pinzón,Yellow corn,223,223,556.4949,533.4595,2839.1541,217,540.3049,517.2695,2724.764,8,16.19,16.19,114.3901
9179,12 GRO,027 Cutzamala de Pinzón,White corn,2394,2394,6293.301,6224.0071,26848.8103,2296,5937.238,5867.9441,25121.4893,132,356.063,356.063,1727.321
9199,12 GRO,028 Chilapa de Álvarez,Forage corn,753,753,808.8988,795.1082,5262.804,750,802.3178,791.5272,5169.34,5,6.581,3.581,93.464
9200,12 GRO,028 Chilapa de Álvarez,Yellow corn,296,296,247.4326,243.4461,422.3657,290,246.1326,242.1461,416.4115,7,1.3,1.3,5.9542
9201,12 GRO,028 Chilapa de Álvarez,White corn,15117,15117,14201.4284,13929.9176,19124.1811,14906,13982.3471,13723.5928,18723.1472,343,219.0813,206.3248,401.0339
9229,12 GRO,029 Chilpancingo de los Bravo,Forage corn,148,148,314.3531,306.9708,8071.1882,140,297.5531,290.1708,7481.9857,9,16.8,16.8,589.2025
9230,12 GRO,029 Chilpancingo de los Bravo,Yellow corn,279,279,629.0633,622.1532,2157.5279,276,624.6133,617.7032,2141.0279,4,4.45,4.45,16.5
9231,12 GRO,029 Chilpancingo de los Bravo,White corn,3762,3762,8083.1515,7991.763,15820.7748,3582,7656.8434,7582.7204,14806.3207,251,426.3081,409.0426,1014.4541
9262,12 GRO,030 Florencio Villarreal,Forage corn,78,78,179.51,143.9198,4466.6561,61,134.54,102.7,2888.157,19,44.97,41.2198,1578.4991
9263,12 GRO,030 Florencio Villarreal,Yellow corn,45,45,122.1725,113.5025,550.8811,42,114.2525,107.0025,509.9061,5,7.92,6.5,40.975
9264,12 GRO,030 Florencio Villarreal,White corn,1174,1174,2509.529,2194.3277,6275.1998,955,2058.9902,1773.7938,4855.3831,248,450.5388,420.5339,1419.8167
9288,12 GRO,031 General Canuto A. Neri,Forage corn,141,141,474.3393,446.4832,12473.4968,141,474.3393,446.4832,12473.4968,0,0,0,0
9289,12 GRO,031 General Canuto A. Neri,Yellow corn,43,43,98.02,97.52,387.1613,43,98.02,97.52,387.1613,0,0,0,0
9290,12 GRO,031 General Canuto A. Neri,White corn,770,770,1723.3756,1658.0369,3740.1944,770,1723.3756,1658.0369,3740.1944,0,0,0,0
9309,12 GRO,032 General Heliodoro Castillo,Forage corn,449,449,1092.65,1088.65,22735.6665,449,1092.15,1088.15,22713.0115,1,0.5,0.5,22.655
9310,12 GRO,032 General Heliodoro Castillo,Yellow corn,167,167,343.15,341.65,1945.275,167,343.15,341.65,1945.275,0,0,0,0
9311,12 GRO,032 General Heliodoro Castillo,White corn,4855,4855,9433.745,9334.445,21725.3717,4852,9426.295,9326.995,21710.4234,11,7.45,7.45,14.9483
